0,1,2,3,4,5,6,7,8,9,10
hamburger meat,frozen vegetables,,,,,,,,,
sausage,detergent,salty snack,,,,,,,,
whole milk,napkins,napkins,,,,,,,,
long life bakery product,bottled beer,,,,,,,,,
rolls/buns,ice cream,,,,,,,,,
white wine,photo/film,whipped/sour cream,,,,,,,,
pip fruit,rolls/buns,whole milk,,,,,,,,
other vegetables,detergent,,,,,,,,,
coffee,canned fish,,,,,,,,,
sausage,curd,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
frozen potato products,female sanitary products,whole milk,other vegetables,fruit/vegetable juice,,,,,,
frankfurter,dessert,,,,,,,,,
semi-finished bread,rolls/buns,fruit/vegetable juice,tropical fruit,,,,,,,
soda,candy,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
dessert,pickled vegetables,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
pip fruit,curd,coffee,rolls/buns,,,,,,,
soda,shopping bags,,,,,,,,,
bottled beer,pork,,,,,,,,,
pip fruit,cream cheese ,,,,,,,,,
hamburger meat,whipped/sour cream,sugar,newspapers,,,,,,,
other vegetables,yogurt,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
onions,white wine,,,,,,,,,
root vegetables,soda,coffee,,,,,,,,
white wine,soda,,,,,,,,,
oil,whipped/sour cream,pip fruit,whole milk,,,,,,,
whole milk,margarine,,,,,,,,,
frankfurter,hard cheese,bottled beer,,,,,,,,
specialty bar,roll products ,,,,,,,,,
pastry,other vegetables,cake bar,,,,,,,,
pastry,margarine,pastry,pastry,,,,,,,
other vegetables,brown bread,,,,,,,,,
sausage,frozen meals,long life bakery product,soda,,,,,,,
other vegetables,canned beer,,,,,,,,,
onions,butter,soups,,,,,,,,
photo/film,frankfurter,other vegetables,curd,waffles,,,,,,
coffee,white bread,,,,,,,,,
chicken,margarine,long life bakery product,,,,,,,,
other vegetables,margarine,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
UHT-milk,salty snack,,,,,,,,,
sausage,fruit/vegetable juice,salt,,,,,,,,
berries,other vegetables,butter,newspapers,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
pastry,semi-finished bread,dishes,napkins,,,,,,,
soft cheese,pip fruit,,,,,,,,,
brown bread,sausage,yogurt,butter milk,canned beer,frozen vegetables,curd,cake bar,,,
frankfurter,citrus fruit,specialty chocolate,,,,,,,,
turkey,soft cheese,other vegetables,canned beer,,,,,,,
meat,butter,frozen dessert,,,,,,,,
sausage,rolls/buns,curd,salty snack,whipped/sour cream,hard cheese,,,,,
white bread,soda,,,,,,,,,
citrus fruit,butter,,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
chocolate,yogurt,,,,,,,,,
meat,rolls/buns,,,,,,,,,
pork,pastry,,,,,,,,,
canned beer,napkins,,,,,,,,,
misc. beverages,long life bakery product,,,,,,,,,
rolls/buns,butter,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
butter,domestic eggs,,,,,,,,,
whole milk,root vegetables,newspapers,,,,,,,,
other vegetables,butter,whipped/sour cream,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
frankfurter,brown bread,,,,,,,,,
whole milk,brown bread,,,,,,,,,
pastry,whipped/sour cream,pickled vegetables,,,,,,,,
chicken,frankfurter,other vegetables,domestic eggs,,,,,,,
onions,soft cheese,,,,,,,,,
bottled water,bottled beer,,,,,,,,,
white bread,hamburger meat,pastry,frozen meals,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
root vegetables,pastry,,,,,,,,,
tropical fruit,sausage,hamburger meat,zwieback,specialty cheese,domestic eggs,,,,,
whole milk,hamburger meat,beverages,bottled water,,,,,,,
other vegetables,meat spreads,,,,,,,,,
male cosmetics,hard cheese,,,,,,,,,
pastry,domestic eggs,,,,,,,,,
chewing gum,root vegetables,frozen vegetables,,,,,,,,
whole milk,sauces,,,,,,,,,
domestic eggs,coffee,,,,,,,,,
sausage,whole milk,,,,,,,,,
bottled water,flour,,,,,,,,,
condensed milk,other vegetables,,,,,,,,,
soda,tropical fruit,other vegetables,bottled water,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
frozen meals,sausage,canned beer,brown bread,frozen vegetables,chocolate,,,,,
citrus fruit,citrus fruit,bottled water,pastry,,,,,,,
liver loaf,rolls/buns,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
root vegetables,white bread,pasta,bottled beer,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
citrus fruit,butter,rolls/buns,,,,,,,,
beverages,pork,,,,,,,,,
domestic eggs,waffles,coffee,shopping bags,,,,,,,
misc. beverages,napkins,,,,,,,,,
whole milk,rolls/buns,hygiene articles,,,,,,,,
pastry,herbs,,,,,,,,,
liquor (appetizer),candy,misc. beverages,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
meat,canned beer,soda,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
meat,whipped/sour cream,,,,,,,,,
fruit/vegetable juice,beef,,,,,,,,,
frozen meals,other vegetables,bottled beer,,,,,,,,
bottled beer,ice cream,salty snack,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
other vegetables,brown bread,hard cheese,soda,roll products ,newspapers,,,,,
hamburger meat,yogurt,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
napkins,photo/film,,,,,,,,,
hamburger meat,candy,napkins,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
chewing gum,softener,,,,,,,,,
UHT-milk,whole milk,newspapers,domestic eggs,,,,,,,
UHT-milk,soda,,,,,,,,,
yogurt,berries,,,,,,,,,
grapes,ketchup,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
ham,other vegetables,napkins,,,,,,,,
meat,domestic eggs,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
red/blush wine,frozen meals,canned fruit,,,,,,,,
rolls/buns,white bread,,,,,,,,,
oil,margarine,,,,,,,,,
yogurt,bottled water,,,,,,,,,
sausage,other vegetables,,,,,,,,,
bottled water,bottled beer,canned fish,,,,,,,,
tropical fruit,frozen vegetables,rice,,,,,,,,
canned beer,baking powder,,,,,,,,,
photo/film,brown bread,,,,,,,,,
whole milk,oil,,,,,,,,,
whole milk,pork,rolls/buns,,,,,,,,
brown bread,waffles,,,,,,,,,
soda,flour,,,,,,,,,
pasta,oil,,,,,,,,,
tropical fruit,soda,,,,,,,,,
cake bar,bottled beer,,,,,,,,,
cream cheese ,canned beer,chewing gum,,,,,,,,
other vegetables,whole milk,,,,,,,,,
chicken,berries,soda,,,,,,,,
frankfurter,ice cream,specialty cheese,coffee,,,,,,,
pork,root vegetables,,,,,,,,,
whole milk,sausage,,,,,,,,,
herbs,newspapers,brown bread,,,,,,,,
pork,coffee,frozen vegetables,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
pip fruit,butter,,,,,,,,,
whole milk,butter,newspapers,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
citrus fruit,rolls/buns,napkins,soda,,,,,,,
root vegetables,specialty chocolate,,,,,,,,,
shopping bags,rice,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
root vegetables,coffee,,,,,,,,,
hygiene articles,napkins,,,,,,,,,
pickled vegetables,hard cheese,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
whole milk,waffles,,,,,,,,,
frozen vegetables,whole milk,,,,,,,,,
long life bakery product,newspapers,,,,,,,,,
liquor,soda,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
chicken,house keeping products,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
soda,shopping bags,,,,,,,,,
misc. beverages,oil,,,,,,,,,
whipped/sour cream,waffles,,,,,,,,,
yogurt,coffee,,,,,,,,,
rolls/buns,white wine,,,,,,,,,
butter milk,root vegetables,,,,,,,,,
frankfurter,sausage,pastry,newspapers,newspapers,honey,,,,,
ham,brown bread,,,,,,,,,
citrus fruit,shopping bags,tropical fruit,frankfurter,brown bread,rubbing alcohol,domestic eggs,whole milk,,,
tropical fruit,flour,,,,,,,,,
house keeping products,whole milk,,,,,,,,,
tropical fruit,rice,,,,,,,,,
other vegetables,salty snack,pickled vegetables,,,,,,,,
flower soil/fertilizer,butter milk,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
tropical fruit,candy,,,,,,,,,
hamburger meat,soda,,,,,,,,,
whole milk,yogurt,,,,,,,,,
soda,tropical fruit,,,,,,,,,
citrus fruit,semi-finished bread,yogurt,,,,,,,,
root vegetables,zwieback,,,,,,,,,
UHT-milk,coffee,,,,,,,,,
citrus fruit,bottled beer,butter milk,,,,,,,,
canned beer,root vegetables,,,,,,,,,
pork,margarine,sugar,,,,,,,,
canned beer,grapes,,,,,,,,,
pip fruit,candles,,,,,,,,,
waffles,rolls/buns,,,,,,,,,
canned beer,shopping bags,whole milk,,,,,,,,
frankfurter,hard cheese,butter,,,,,,,,
sausage,domestic eggs,,,,,,,,,
tropical fruit,beef,curd,rolls/buns,whipped/sour cream,whole milk,candles,cake bar,flour,,
frankfurter,domestic eggs,,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
pork,berries,,,,,,,,,
berries,frozen meals,,,,,,,,,
onions,rum,,,,,,,,,
pork,domestic eggs,,,,,,,,,
pork,cream cheese ,yogurt,,,,,,,,
beef,herbs,oil,,,,,,,,
liquor,margarine,,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
coffee,bottled beer,shopping bags,,,,,,,,
soda,pork,,,,,,,,,
whole milk,whole milk,whole milk,domestic eggs,,,,,,,
misc. beverages,zwieback,,,,,,,,,
citrus fruit,pot plants,pot plants,,,,,,,,
pip fruit,salty snack,yogurt,,,,,,,,
beef,canned beer,pastry,whole milk,,,,,,,
citrus fruit,frozen meals,coffee,seasonal products,yogurt,soups,,,,,
female sanitary products,rolls/buns,,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
pastry,processed cheese,,,,,,,,,
soda,cream cheese ,,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,
citrus fruit,shopping bags,shopping bags,,,,,,,,
hard cheese,butter milk,long life bakery product,,,,,,,,
pork,other vegetables,,,,,,,,,
soda,brown bread,rolls/buns,sliced cheese,,,,,,,
specialty chocolate,domestic eggs,,,,,,,,,
other vegetables,chicken,,,,,,,,,
shopping bags,UHT-milk,,,,,,,,,
soft cheese,rolls/buns,,,,,,,,,
soda,candy,,,,,,,,,
condensed milk,cat food,,,,,,,,,
whole milk,dish cleaner,,,,,,,,,
whole milk,ice cream,,,,,,,,,
beef,misc. beverages,beef,salty snack,,,,,,,
onions,whipped/sour cream,,,,,,,,,
rolls/buns,specialty chocolate,napkins,,,,,,,,
berries,soda,oil,,,,,,,,
pork,pip fruit,whole milk,shopping bags,,,,,,,
sausage,fish,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
frankfurter,fruit/vegetable juice,hard cheese,whole milk,rolls/buns,,,,,,
bottled beer,hygiene articles,,,,,,,,,
pip fruit,beverages,pastry,,,,,,,,
whole milk,root vegetables,rolls/buns,yogurt,onions,coffee,napkins,UHT-milk,,,
sausage,root vegetables,kitchen towels,,,,,,,,
ham,whole milk,,,,,,,,,
berries,sugar,,,,,,,,,
citrus fruit,whole milk,white bread,cat food,brown bread,bottled beer,,,,,
beef,semi-finished bread,,,,,,,,,
beef,spices,,,,,,,,,
tropical fruit,bottled beer,UHT-milk,root vegetables,,,,,,,
frankfurter,white bread,,,,,,,,,
canned beer,sliced cheese,cake bar,,,,,,,,
newspapers,soda,canned beer,,,,,,,,
beverages,bottled water,,,,,,,,,
ham,cream cheese ,other vegetables,oil,candy,,,,,,
frankfurter,butter milk,,,,,,,,,
beef,domestic eggs,,,,,,,,,
pork,other vegetables,yogurt,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
other vegetables,organic sausage,cling film/bags,,,,,,,,
ketchup,potato products,,,,,,,,,
root vegetables,mustard,,,,,,,,,
rolls/buns,brandy,,,,,,,,,
soda,brown bread,,,,,,,,,
root vegetables,pastry,,,,,,,,,
pork,butter,,,,,,,,,
liquor,dessert,waffles,,,,,,,,
other vegetables,chocolate,,,,,,,,,
pork,bottled water,bottled water,,,,,,,,
whole milk,grapes,,,,,,,,,
sausage,soda,,,,,,,,,
soft cheese,cream cheese ,,,,,,,,,
tropical fruit,rolls/buns,zwieback,,,,,,,,
soda,dishes,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
soda,shopping bags,,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
beef,salty snack,,,,,,,,,
pastry,detergent,,,,,,,,,
soda,salty snack,candy,,,,,,,,
citrus fruit,pastry,newspapers,chewing gum,,,,,,,
UHT-milk,condensed milk,pastry,,,,,,,,
misc. beverages,bottled water,other vegetables,coffee,,,,,,,
whole milk,brown bread,,,,,,,,,
newspapers,domestic eggs,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
soda,snack products,,,,,,,,,
pot plants,soda,hygiene articles,,,,,,,,
yogurt,whole milk,ham,citrus fruit,frozen vegetables,whole milk,,,,,
pork,brown bread,,,,,,,,,
turkey,domestic eggs,,,,,,,,,
yogurt,brown bread,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
soda,domestic eggs,sliced cheese,soda,,,,,,,
whole milk,chocolate,,,,,,,,,
UHT-milk,specialty cheese,shopping bags,,,,,,,,
soda,domestic eggs,,,,,,,,,
pip fruit,chocolate marshmallow,,,,,,,,,
chicken,pip fruit,,,,,,,,,
mustard,sugar,baking powder,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
soda,shopping bags,other vegetables,rolls/buns,,,,,,,
citrus fruit,candy,bottled water,rolls/buns,,,,,,,
soda,soda,domestic eggs,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
bottled beer,liver loaf,bottled water,pastry,,,,,,,
sausage,frozen vegetables,,,,,,,,,
pork,soda,,,,,,,,,
ice cream,dog food,,,,,,,,,
margarine,UHT-milk,brown bread,,,,,,,,
soda,white bread,fruit/vegetable juice,,,,,,,,
rolls/buns,berries,meat spreads,,,,,,,,
berries,root vegetables,,,,,,,,,
specialty bar,pastry,,,,,,,,,
whole milk,pastry,,,,,,,,,
whole milk,cat food,,,,,,,,,
other vegetables,specialty chocolate,chocolate,,,,,,,,
pastry,cream cheese ,,,,,,,,,
flower soil/fertilizer,rolls/buns,,,,,,,,,
butter,shopping bags,,,,,,,,,
citrus fruit,yogurt,rolls/buns,,,,,,,,
butter,whipped/sour cream,decalcifier,,,,,,,,
tropical fruit,cat food,pot plants,curd,soft cheese,soft cheese,,,,,
frozen fish,tropical fruit,,,,,,,,,
pet care,long life bakery product,,,,,,,,,
bottled water,shopping bags,waffles,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
newspapers,white wine,,,,,,,,,
herbs,brown bread,,,,,,,,,
chicken,rolls/buns,other vegetables,margarine,,,,,,,
bottled water,shopping bags,,,,,,,,,
chocolate,canned beer,frozen fish,,,,,,,,
white bread,whole milk,hygiene articles,,,,,,,,
coffee,hard cheese,domestic eggs,,,,,,,,
misc. beverages,long life bakery product,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
packaged fruit/vegetables,berries,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
sausage,detergent,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
UHT-milk,curd,,,,,,,,,
pip fruit,bottled water,bottled water,,,,,,,,
rolls/buns,pickled vegetables,,,,,,,,,
sugar,canned vegetables,,,,,,,,,
chicken,dessert,,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
other vegetables,vinegar,,,,,,,,,
brown bread,white wine,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
sliced cheese,chocolate,,,,,,,,,
bottled beer,sugar,popcorn,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
berries,whole milk,sugar,,,,,,,,
newspapers,newspapers,,,,,,,,,
red/blush wine,bottled beer,yogurt,pip fruit,mustard,,,,,,
rolls/buns,other vegetables,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
root vegetables,curd,,,,,,,,,
bottled water,bottled beer,,,,,,,,,
whole milk,brown bread,,,,,,,,,
tropical fruit,soda,frozen meals,,,,,,,,
sausage,soda,cooking chocolate,roll products ,,,,,,,
whole milk,waffles,shopping bags,,,,,,,,
dessert,butter,,,,,,,,,
soda,napkins,,,,,,,,,
pastry,whole milk,,,,,,,,,
butter,processed cheese,whole milk,curd,,,,,,,
meat,fruit/vegetable juice,,,,,,,,,
citrus fruit,domestic eggs,bottled water,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
berries,soda,flower (seeds),,,,,,,,
root vegetables,root vegetables,,,,,,,,,
grapes,curd,,,,,,,,,
shopping bags,canned beer,,,,,,,,,
brown bread,rolls/buns,soda,whole milk,,,,,,,
flour,chocolate marshmallow,,,,,,,,,
napkins,bottled beer,,,,,,,,,
salt,tropical fruit,newspapers,,,,,,,,
canned beer,bottled beer,,,,,,,,,
dessert,margarine,,,,,,,,,
tropical fruit,house keeping products,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
other vegetables,dishes,newspapers,,,,,,,,
sausage,chocolate,,,,,,,,,
shopping bags,bottled water,,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
root vegetables,pastry,other vegetables,rolls/buns,,,,,,,
pet care,photo/film,,,,,,,,,
whole milk,hard cheese,candles,bottled beer,shopping bags,jam,,,,,
rolls/buns,rolls/buns,,,,,,,,,
canned fish,fruit/vegetable juice,,,,,,,,,
other vegetables,curd,,,,,,,,,
chewing gum,domestic eggs,packaged fruit/vegetables,,,,,,,,
herbs,citrus fruit,,,,,,,,,
citrus fruit,butter milk,cream cheese ,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
frankfurter,pastry,canned beer,pastry,,,,,,,
turkey,packaged fruit/vegetables,frozen vegetables,,,,,,,,
white wine,UHT-milk,,,,,,,,,
frankfurter,soda,,,,,,,,,
pork,whole milk,,,,,,,,,
dishes,onions,canned beer,,,,,,,,
oil,soda,waffles,,,,,,,,
newspapers,soups,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
yogurt,bathroom cleaner,,,,,,,,,
beef,salty snack,,,,,,,,,
sausage,bottled water,,,,,,,,,
liver loaf,frozen meals,yogurt,domestic eggs,flower (seeds),coffee,,,,,
fruit/vegetable juice,canned fish,light bulbs,long life bakery product,,,,,,,
waffles,rolls/buns,,,,,,,,,
pet care,newspapers,dog food,,,,,,,,
packaged fruit/vegetables,shopping bags,,,,,,,,,
frankfurter,pork,,,,,,,,,
meat,ham,,,,,,,,,
whole milk,long life bakery product,margarine,,,,,,,,
tropical fruit,cling film/bags,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
pot plants,domestic eggs,,,,,,,,,
yogurt,soda,,,,,,,,,
other vegetables,newspapers,waffles,,,,,,,,
dish cleaner,fruit/vegetable juice,,,,,,,,,
butter,fruit/vegetable juice,,,,,,,,,
whole milk,berries,,,,,,,,,
pork,ham,,,,,,,,,
liver loaf,other vegetables,,,,,,,,,
salty snack,red/blush wine,,,,,,,,,
root vegetables,soda,,,,,,,,,
grapes,whipped/sour cream,soda,,,,,,,,
pastry,kitchen towels,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
herbs,dessert,yogurt,,,,,,,,
tropical fruit,cake bar,chocolate,,,,,,,,
soda,candy,,,,,,,,,
packaged fruit/vegetables,dishes,,,,,,,,,
finished products,pip fruit,curd,pork,curd,whipped/sour cream,whole milk,,,,
beef,napkins,,,,,,,,,
butter,bottled beer,,,,,,,,,
chocolate,UHT-milk,sliced cheese,,,,,,,,
soda,misc. beverages,,,,,,,,,
onions,other vegetables,,,,,,,,,
other vegetables,ice cream,,,,,,,,,
bottled water,shopping bags,shopping bags,,,,,,,,
yogurt,pip fruit,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
pet care,beef,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
other vegetables,margarine,,,,,,,,,
house keeping products,domestic eggs,,,,,,,,,
pip fruit,canned beer,,,,,,,,,
hard cheese,bottled water,root vegetables,brown bread,,,,,,,
beef,white bread,frozen potato products,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
canned beer,yogurt,,,,,,,,,
frozen meals,canned vegetables,other vegetables,turkey,,,,,,,
flour,sugar,,,,,,,,,
other vegetables,shopping bags,frozen vegetables,shopping bags,,,,,,,
ham,liquor (appetizer),,,,,,,,,
sliced cheese,brown bread,roll products ,,,,,,,,
citrus fruit,sugar,specialty chocolate,,,,,,,,
pork,sugar,,,,,,,,,
pork,semi-finished bread,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
citrus fruit,white wine,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
packaged fruit/vegetables,root vegetables,sliced cheese,pip fruit,,,,,,,
chewing gum,other vegetables,pip fruit,,,,,,,,
whole milk,other vegetables,,,,,,,,,
finished products,frozen vegetables,,,,,,,,,
whole milk,soda,soda,fruit/vegetable juice,,,,,,,
pork,ice cream,yogurt,,,,,,,,
sausage,whole milk,long life bakery product,UHT-milk,flour,chocolate,,,,,
other vegetables,brown bread,bottled water,specialty bar,,,,,,,
canned beer,domestic eggs,,,,,,,,,
light bulbs,whole milk,,,,,,,,,
pork,soda,rolls/buns,brown bread,,,,,,,
misc. beverages,berries,,,,,,,,,
whole milk,napkins,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
beverages,domestic eggs,,,,,,,,,
whole milk,baking powder,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
pork,sausage,whole milk,frozen vegetables,,,,,,,
citrus fruit,flower (seeds),domestic eggs,,,,,,,,
root vegetables,waffles,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
pip fruit,newspapers,chocolate,,,,,,,,
pip fruit,curd,canned beer,pork,bottled beer,frozen dessert,dessert,bottled water,,,
domestic eggs,brown bread,specialty chocolate,,,,,,,,
zwieback,whole milk,domestic eggs,,,,,,,,
dessert,soda,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
other vegetables,pastry,,,,,,,,,
other vegetables,whole milk,UHT-milk,other vegetables,frozen meals,whole milk,salty snack,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
pork,citrus fruit,,,,,,,,,
fish,pot plants,coffee,,,,,,,,
white bread,bottled water,,,,,,,,,
hard cheese,dessert,,,,,,,,,
domestic eggs,pasta,,,,,,,,,
nuts/prunes,whole milk,,,,,,,,,
whole milk,soda,,,,,,,,,
beef,roll products ,root vegetables,chicken,waffles,male cosmetics,grapes,brown bread,,,
chicken,spread cheese,,,,,,,,,
bottled beer,brown bread,,,,,,,,,
pork,flour,,,,,,,,,
other vegetables,photo/film,,,,,,,,,
male cosmetics,pastry,,,,,,,,,
tropical fruit,liquor (appetizer),,,,,,,,,
turkey,yogurt,,,,,,,,,
other vegetables,chicken,,,,,,,,,
rolls/buns,berries,,,,,,,,,
pastry,red/blush wine,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
UHT-milk,pip fruit,,,,,,,,,
